generation	score	length	failures	decision
1	95	565	None	REVERT	95
2	95	434	None	REVERT	95
3	95	482	None	REVERT	95
4	95	494	None	REVERT	95
5	95	476	None	REVERT	95
6	95	425	None	REVERT	95
7	95	461	None	REVERT	95
8	95	461	None	REVERT	95
9	95	442	None	REVERT	95
2026-05-24 03:37:47	questions/smoke.jsonl	88.67	442
2026-05-24 03:48:10	questions/smoke.jsonl	92.33	472
2026-05-24 03:56:05	questions/dev.jsonl	88.83	472
2026-05-24 03:58:52	questions/smoke.jsonl	92.50	615
2026-05-24 04:07:01	questions/dev.jsonl	86.19	442
2026-05-24 04:13:43	questions\dev.jsonl	88.03	442
2026-05-24 04:16:43	questions\dev.jsonl	87.47	442
2026-05-24 04:18:43	questions\dev.jsonl	88.03	442
2026-05-24 16:22:17	questions/smoke.jsonl	90.50	442
2026-05-24 16:25:23	questions/holdout.jsonl	89.44	442
2026-05-24 16:28:05	questions/smoke.jsonl	92.50	529
2026-05-24 16:32:35	questions/dev.jsonl	88.22	529
2026-05-24 16:51:42	questions/smoke.jsonl	91.50	540
2026-05-24 16:57:37	questions/dev.jsonl	84.72	540
2026-05-24 17:00:14	questions/smoke.jsonl	76.00	376
2026-05-24 17:02:47	questions/smoke.jsonl	90.67	529
2026-05-24 17:07:49	questions/dev.jsonl	85.78	529
2026-05-25 01:25:00	questions/smoke.jsonl	89.67	560
2026-05-25 01:29:20	questions/smoke.jsonl	91.17	499
2026-05-25 01:32:28	questions/dev.jsonl	87.08	499
2026-05-25 01:33:43	questions/smoke.jsonl	90.50	442
2026-05-25 01:43:50	questions/smoke.jsonl	89.17	443
2026-05-25 01:46:20	questions/smoke.jsonl	83.17	477
2026-05-25 01:48:21	questions/smoke.jsonl	93.33	443
2026-05-25 01:52:08	questions/dev.jsonl	87.42	443
2026-05-25 02:08:55	questions/smoke.jsonl	91.50	486
2026-05-25 02:11:59	questions/dev.jsonl	87.72	486
2026-05-25 02:14:09	questions/smoke.jsonl	95.17	470
2026-05-25 02:16:50	questions/dev.jsonl	90.64	470
2026-05-25 02:23:04	questions/smoke.jsonl	89.67	511
2026-05-25 02:26:03	questions/dev.jsonl	87.50	511
2026-05-25 02:28:28	questions/smoke.jsonl	95.17	509
2026-05-25 02:33:21	questions/dev.jsonl	86.31	509
2026-05-25 02:59:42	questions/smoke.jsonl	91.00	544
2026-05-25 03:03:13	questions/dev.jsonl	83.14	544
2026-05-25 03:05:34	questions/smoke.jsonl	89.50	549
2026-05-25 03:10:18	questions/dev.jsonl	86.83	549
2026-05-25 03:11:55	questions/smoke.jsonl	90.17	159
2026-05-25 03:14:31	questions/dev.jsonl	89.03	159
2026-05-25 03:27:23	questions/dev.jsonl	89.03	159
2026-05-25 03:29:18	questions/smoke.jsonl	90.67	446
2026-05-25 03:32:42	questions/dev.jsonl	87.25	446
2026-05-25 03:38:57	questions/smoke.jsonl	87.17	512
2026-05-25 03:40:55	questions/smoke.jsonl	91.83	483
2026-05-25 03:43:56	questions/dev.jsonl	85.83	483
2026-05-25 03:46:04	questions/smoke.jsonl	87.83	396
2026-05-25 03:46:05	questions/dev.jsonl	89.03	159
2026-05-25 03:47:51	questions/smoke.jsonl	93.83	499
2026-05-25 03:52:34	questions/dev.jsonl	88.83	499
2026-05-25 03:54:28	questions/smoke.jsonl	89.17	327
2026-05-25 03:57:38	questions/dev.jsonl	87.86	327
2026-05-25 03:59:10	questions/smoke.jsonl	89.83	460
2026-05-25 04:02:00	questions/dev.jsonl	87.25	460
2026-05-25 04:02:00	questions/dev.jsonl	89.03	159
2026-05-25 04:04:07	questions/smoke.jsonl	89.33	536
2026-05-25 04:06:38	questions/dev.jsonl	87.75	536
2026-05-25 04:08:53	questions/smoke.jsonl	90.67	496
2026-05-25 04:12:04	questions/smoke.jsonl	94.33	450
2026-05-25 04:14:51	questions/dev.jsonl	86.61	450
2026-05-25 04:16:43	questions/smoke.jsonl	89.67	404
2026-05-25 04:19:42	questions/dev.jsonl	87.78	404
2026-05-25 04:21:15	questions/smoke.jsonl	85.33	532
2026-05-25 06:27:48	questions/smoke.jsonl	95.17	470
2026-05-25 06:29:11	questions/holdout.jsonl	86.61	470
2026-05-25 08:04:38	questions/smoke.jsonl	88.83	485
2026-05-25 08:10:38	questions/dev.jsonl	89.47	485
2026-05-25 08:13:40	questions/smoke.jsonl	89.83	477
2026-05-25 08:16:49	questions/dev.jsonl	86.33	477
2026-05-25 08:19:05	questions/smoke.jsonl	87.67	511
2026-05-25 08:19:06	questions/dev.jsonl	89.03	159
2026-05-25 08:20:53	questions/smoke.jsonl	92.50	490
2026-05-25 08:23:29	questions/dev.jsonl	87.42	490
2026-05-25 08:25:11	questions/smoke.jsonl	92.67	442
2026-05-25 08:28:07	questions/dev.jsonl	89.08	442
2026-05-25 08:30:15	questions/smoke.jsonl	88.17	446
2026-05-25 08:30:15	questions/dev.jsonl	89.03	159
2026-05-25 08:32:20	questions/smoke.jsonl	93.67	486
2026-05-25 08:39:13	questions/dev.jsonl	90.36	486
2026-05-25 08:45:08	questions/smoke.jsonl	93.50	496
2026-05-25 08:47:45	questions/dev.jsonl	88.94	496
2026-05-25 08:49:14	questions/smoke.jsonl	85.00	460
2026-05-25 08:49:15	questions/dev.jsonl	89.03	159
2026-05-25 08:51:04	questions/smoke.jsonl	89.50	437
2026-05-25 08:54:12	questions/dev.jsonl	86.64	437
2026-05-25 09:56:50	.cache/type_questions/dev_commentary.jsonl	92.17	442
2026-05-25 09:58:10	.cache/type_questions/holdout_commentary.jsonl	89.67	442
2026-05-25 10:01:45	.cache/type_questions/dev_commentary.jsonl	89.33	330
2026-05-25 12:19:06	.cache/type_questions/dev_explain.jsonl	91.50	442
2026-05-25 12:20:18	.cache/type_questions/holdout_explain.jsonl	82.00	442
2026-05-25 12:22:03	.cache/type_questions/dev_explain.jsonl	89.50	493
2026-05-25 12:23:35	.cache/type_questions/dev_explain.jsonl	90.67	394
2026-05-25 12:29:15	.cache/type_questions/dev_explain.jsonl	88.00	265
2026-05-25 12:30:58	.cache/type_questions/dev_explain.jsonl	89.67	512
2026-05-25 12:32:39	.cache/type_questions/dev_compare.jsonl	93.00	442
2026-05-25 12:33:58	.cache/type_questions/holdout_compare.jsonl	93.67	442
2026-05-25 12:35:36	.cache/type_questions/dev_compare.jsonl	95.17	238
2026-05-25 12:37:25	.cache/type_questions/holdout_compare.jsonl	92.67	238
2026-05-25 12:39:12	.cache/type_questions/dev_compare.jsonl	91.33	339
2026-05-25 12:40:50	.cache/type_questions/dev_compare.jsonl	94.17	339
2026-05-25 12:42:06	.cache/type_questions/holdout_compare.jsonl	94.67	339
2026-05-25 12:43:36	.cache/type_questions/dev_compare.jsonl	96.67	359
2026-05-25 12:45:05	.cache/type_questions/holdout_compare.jsonl	94.67	359
2026-05-25 12:46:44	.cache/type_questions/dev_compare.jsonl	93.50	409
2026-05-25 12:46:44	.cache/type_questions/dev_commentary.jsonl	92.17	442
2026-05-25 12:46:45	.cache/type_questions/holdout_commentary.jsonl	89.67	442
2026-05-25 12:48:35	.cache/type_questions/dev_commentary.jsonl	88.67	354
2026-05-25 12:50:16	.cache/type_questions/dev_commentary.jsonl	89.50	302
2026-05-25 12:52:02	.cache/type_questions/dev_commentary.jsonl	91.17	366
2026-05-25 12:53:45	.cache/type_questions/dev_commentary.jsonl	85.83	374
2026-05-25 12:55:31	.cache/type_questions/dev_commentary.jsonl	89.00	450
2026-05-25 12:57:04	.cache/type_questions/dev_practical.jsonl	83.83	442
2026-05-25 12:58:25	.cache/type_questions/holdout_practical.jsonl	86.00	442
2026-05-25 13:00:09	.cache/type_questions/dev_practical.jsonl	89.33	491
2026-05-25 13:02:22	.cache/type_questions/dev_practical.jsonl	90.50	449
2026-05-25 13:04:09	.cache/type_questions/holdout_practical.jsonl	90.67	449
2026-05-25 13:06:29	.cache/type_questions/dev_practical.jsonl	86.33	248
2026-05-25 13:08:18	.cache/type_questions/dev_practical.jsonl	92.50	449
2026-05-25 13:10:12	.cache/type_questions/holdout_practical.jsonl	84.33	449
2026-05-25 13:12:29	.cache/type_questions/dev_practical.jsonl	89.50	477
2026-05-25 13:15:09	.cache/type_questions/dev_legal_theory.jsonl	93.67	442
2026-05-25 13:17:09	.cache/type_questions/holdout_legal_theory.jsonl	91.00	442
2026-05-25 13:19:26	.cache/type_questions/dev_legal_theory.jsonl	88.83	397
2026-05-25 13:21:35	.cache/type_questions/dev_legal_theory.jsonl	89.17	356
2026-05-25 13:23:55	.cache/type_questions/dev_legal_theory.jsonl	86.83	420
2026-05-25 13:26:28	.cache/type_questions/dev_legal_theory.jsonl	86.50	466
2026-05-25 13:28:54	.cache/type_questions/dev_legal_theory.jsonl	88.67	392
2026-05-25 13:33:05	.cache/type_questions/dev_legal_case.jsonl	78.17	470
2026-05-25 13:35:23	.cache/type_questions/holdout_legal_case.jsonl	77.00	470
2026-05-25 13:38:35	.cache/type_questions/dev_legal_case.jsonl	70.33	248
2026-05-25 13:44:25	.cache/type_questions/dev_legal_case.jsonl	74.33	530
